none; Mars 2017 - Bravo les filles ! L'équipe féminie est chmampionne de deuxième ligue ! 
none2; 9 Avril 2017 - Exceptionnel ! Elles ont réussis à obtenir une promotion en 1ère ligue en terminant à la première la place de leur groupe de promotion/rélégation.
